ProteinID	Gene
S26A6+AF8-HUMAN	SLC26A6
S26A8+AF8-HUMAN	SLC26A8
S26A9+AF8-HUMAN	SLC26A9
S28A1+AF8-HUMAN	SLC28A1
S28A2+AF8-HUMAN	SLC28A2
S28A3+AF8-HUMAN	SLC28A3
S29A1+AF8-HUMAN	SLC29A1
S29A2+AF8-HUMAN	SLC29A2
S29A3+AF8-HUMAN	SLC29A3
S29A4+AF8-HUMAN	SLC29A4
S35A5+AF8-HUMAN	SLC35A5
S35F4+AF8-HUMAN	SLC35F4
S36A1+AF8-HUMAN	SLC36A1
S36A2+AF8-HUMAN	SLC36A2
S36A3+AF8-HUMAN	SLC36A3
S36A4+AF8-HUMAN	SLC36A4
S38A1+AF8-HUMAN	SLC38A1
S38A2+AF8-HUMAN	SLC38A2
S38A4+AF8-HUMAN	SLC38A4
S38A5+AF8-HUMAN	SLC38A5
S38A8+AF8-HUMAN	SLC38A8
S38A9+AF8-HUMAN	SLC38A9
S38AB+AF8-HUMAN	SLC38A11
S39A2+AF8-HUMAN	SLC39A2
S39A4+AF8-HUMAN	SLC39A4
S39A5+AF8-HUMAN	SLC39A5
S39A6+AF8-HUMAN	SLC39A6
S39A8+AF8-HUMAN	SLC39A8
S39A9+AF8-HUMAN	SLC39A9
S39AA+AF8-HUMAN	SLC39A10
S39AC+AF8-HUMAN	SLC39A12
S39AE+AF8-HUMAN	SLC39A14
S40A1+AF8-HUMAN	SLC40A1
S41A1+AF8-HUMAN	SLC41A1
S41A2+AF8-HUMAN	SLC41A2
S41A3+AF8-HUMAN	SLC41A3
S43A3+AF8-HUMAN	SLC43A3
S45A2+AF8-HUMAN	SLC45A2
S45A4+AF8-HUMAN	SLC45A4
S46A3+AF8-HUMAN	SLC46A3
S47A1+AF8-HUMAN	SLC47A1
S4A10+AF8-HUMAN	SLC4A10
S4A4+AF8-HUMAN	SLC4A4
S4A5+AF8-HUMAN	SLC4A5
S4A7+AF8-HUMAN	SLC4A7
S4A8+AF8-HUMAN	SLC4A8
S52A1+AF8-HUMAN	SLC52A1
S52A2+AF8-HUMAN	SLC52A2
S52A3+AF8-HUMAN	SLC52A3
S6A11+AF8-HUMAN	SLC6A11
S6A12+AF8-HUMAN	SLC6A12
S6A13+AF8-HUMAN	SLC6A13
S6A14+AF8-HUMAN	SLC6A14
S6A15+AF8-HUMAN	SLC6A15
S6A16+AF8-HUMAN	SLC6A16
S6A17+AF8-HUMAN	SLC6A17
S6A18+AF8-HUMAN	SLC6A18
S6A19+AF8-HUMAN	SLC6A19
S6A20+AF8-HUMAN	SLC6A20
S7A14+AF8-HUMAN	SLC7A14
SACA1+AF8-HUMAN	SPACA1
SACA4+AF8-HUMAN	SPACA4
SATT+AF8-HUMAN	SLC1A4
SC5A1+AF8-HUMAN	SLC5A1
SC5A2+AF8-HUMAN	SLC5A2
SC5A3+AF8-HUMAN	SLC5A3
SC5A4+AF8-HUMAN	SLC5A4
SC5A5+AF8-HUMAN	SLC5A5
SC5A6+AF8-HUMAN	SLC5A6
SC5A7+AF8-HUMAN	SLC5A7
SC5A8+AF8-HUMAN	SLC5A8
SC5A9+AF8-HUMAN	SLC5A9
SC5AA+AF8-HUMAN	SLC5A10
SC5AB+AF8-HUMAN	SLC5A11
SC5AC+AF8-HUMAN	SLC5A12
SC6A1+AF8-HUMAN	SLC6A1
SC6A2+AF8-HUMAN	SLC6A2
SC6A3+AF8-HUMAN	SLC6A3
SC6A4+AF8-HUMAN	SLC6A4
SC6A5+AF8-HUMAN	SLC6A5
SC6A6+AF8-HUMAN	SLC6A6
SC6A7+AF8-HUMAN	SLC6A7
SC6A8+AF8-HUMAN	SLC6A8
SC6A9+AF8-HUMAN	SLC6A9
SCAP+AF8-HUMAN	SCAP
SCAR5+AF8-HUMAN	SCARA5
SCF+AF8-HUMAN	KITLG
SCN1A+AF8-HUMAN	SCN1A
SCN1B+AF8-HUMAN	SCN1B
SCN2A+AF8-HUMAN	SCN2A
SCN2B+AF8-HUMAN	SCN2B
SCN3A+AF8-HUMAN	SCN3A
SCN3B+AF8-HUMAN	SCN3B
SCN4A+AF8-HUMAN	SCN4A
SCN4B+AF8-HUMAN	SCN4B
SCN5A+AF8-HUMAN	SCN5A
SCN7A+AF8-HUMAN	SCN7A
SCN8A+AF8-HUMAN	SCN8A
SCN9A+AF8-HUMAN	SCN9A
SCNAA+AF8-HUMAN	SCN10A
SCNBA+AF8-HUMAN	SCN11A
SCNNA+AF8-HUMAN	SCNN1A
SCNNB+AF8-HUMAN	SCNN1B
SCNND+AF8-HUMAN	SCNN1D
SCNNG+AF8-HUMAN	SCNN1G
SCRB1+AF8-HUMAN	SCARB1
SCRB2+AF8-HUMAN	SCARB2
SCTM1+AF8-HUMAN	SECTM1
SCTR+AF8-HUMAN	SCTR
SDC1+AF8-HUMAN	SDC1
SDC2+AF8-HUMAN	SDC2
SDK1+AF8-HUMAN	SDK1
SDK2+AF8-HUMAN	SDK2
SE6L2+AF8-HUMAN	SEZ6L2
SELPL+AF8-HUMAN	SELPLG
SEM4A+AF8-HUMAN	SEMA4A
SEM4B+AF8-HUMAN	SEMA4B
SEM4C+AF8-HUMAN	SEMA4C
SEM4D+AF8-HUMAN	SEMA4D
SEM4F+AF8-HUMAN	SEMA4F
SEM4G+AF8-HUMAN	SEMA4G
SEM5A+AF8-HUMAN	SEMA5A
SEM5B+AF8-HUMAN	SEMA5B
SEM6A+AF8-HUMAN	SEMA6A
SEM6B+AF8-HUMAN	SEMA6B
SEM6C+AF8-HUMAN	SEMA6C
SEM6D+AF8-HUMAN	SEMA6D
SEM7A+AF8-HUMAN	SEMA7A
SEPR+AF8-HUMAN	FAP
SERC1+AF8-HUMAN	SERINC1
SERC2+AF8-HUMAN	SERINC2
SERC3+AF8-HUMAN	SERINC3
SERC4+AF8-HUMAN	SERINC4
SERC5+AF8-HUMAN	SERINC5
SEZ6+AF8-HUMAN	SEZ6
SGCA+AF8-HUMAN	SGCA
SGCB+AF8-HUMAN	SGCB
SGCD+AF8-HUMAN	SGCD
SGCE+AF8-HUMAN	SGCE
SGCZ+AF8-HUMAN	SGCZ
SHPS1+AF8-HUMAN	SIRPA
SHSA4+AF8-HUMAN	SHISA4
SHSA6+AF8-HUMAN	SHISA6
SHSA7+AF8-HUMAN	SHISA7
SHSA8+AF8-HUMAN	SHISA8
SHSA9+AF8-HUMAN	SHISA9
SIDT1+AF8-HUMAN	SIDT1
SIDT2+AF8-HUMAN	SIDT2
SIG10+AF8-HUMAN	SIGLEC10
SIG11+AF8-HUMAN	SIGLEC11
SIG12+AF8-HUMAN	SIGLEC12
SIG14+AF8-HUMAN	SIGLEC14
SIG15+AF8-HUMAN	SIGLEC15
SIG16+AF8-HUMAN	SIGLEC16
SIGIR+AF8-HUMAN	SIGIRR
SIGL1+AF8-HUMAN	SIGLECL1
SIGL5+AF8-HUMAN	SIGLEC5
SIGL6+AF8-HUMAN	SIGLEC6
SIGL7+AF8-HUMAN	SIGLEC7
SIGL8+AF8-HUMAN	SIGLEC8
SIGL9+AF8-HUMAN	SIGLEC9
SIRB1+AF8-HUMAN	SIRPB1
SIRB2+AF8-HUMAN	SIRPB2
SIRBL+AF8-HUMAN	SIRPB1
SIRPG+AF8-HUMAN	SIRPG
SIT1+AF8-HUMAN	SIT1
SL9A1+AF8-HUMAN	SLC9A1
SL9A2+AF8-HUMAN	SLC9A2
SL9A3+AF8-HUMAN	SLC9A3
SL9A6+AF8-HUMAN	SLC9A6
SL9A7+AF8-HUMAN	SLC9A7
SLAF1+AF8-HUMAN	SLAMF1
SLAF5+AF8-HUMAN	CD84
SLAF6+AF8-HUMAN	SLAMF6
SLAF7+AF8-HUMAN	SLAMF7
SLAF8+AF8-HUMAN	SLAMF8
SLAF9+AF8-HUMAN	SLAMF9
SLC31+AF8-HUMAN	SLC3A1
SLIK1+AF8-HUMAN	SLITRK1
SLIK2+AF8-HUMAN	SLITRK2
SLIK3+AF8-HUMAN	SLITRK3
SLIK4+AF8-HUMAN	SLITRK4
SLIK5+AF8-HUMAN	SLITRK5
SLIK6+AF8-HUMAN	SLITRK6
SMO+AF8-HUMAN	SMO
SN+AF8-HUMAN	SIGLEC1
SO1A2+AF8-HUMAN	SLCO1A2
SO1B1+AF8-HUMAN	SLCO1B1
SO1B3+AF8-HUMAN	SLCO1B3
SO1B7+AF8-HUMAN	SLCO1B7
SO1C1+AF8-HUMAN	SLCO1C1
SO2A1+AF8-HUMAN	SLCO2A1
SO2B1+AF8-HUMAN	SLCO2B1
SO3A1+AF8-HUMAN	SLCO3A1
SO4A1+AF8-HUMAN	SLCO4A1
SO4C1+AF8-HUMAN	SLCO4C1
SO5A1+AF8-HUMAN	SLCO5A1
SO6A1+AF8-HUMAN	SLCO6A1
SOAT+AF8-HUMAN	SLC10A6
SORC1+AF8-HUMAN	SORCS1
SORC2+AF8-HUMAN	SORCS2
SORC3+AF8-HUMAN	SORCS3
SORL+AF8-HUMAN	SORL1
SORT+AF8-HUMAN	SORT1
SPIT2+AF8-HUMAN	SPINT2
SPNS2+AF8-HUMAN	SPNS2
SPNS3+AF8-HUMAN	SPNS3
SPP2A+AF8-HUMAN	SPPL2A
SPP2B+AF8-HUMAN	SPPL2B
SPP2C+AF8-HUMAN	SPPL2C
SPRN+AF8-HUMAN	SPRN
SPX3+AF8-HUMAN	SLC37A3
SRCRM+AF8-HUMAN	SCART1
SREC2+AF8-HUMAN	SCARF2
SREC+AF8-HUMAN	SCARF1
SSPN+AF8-HUMAN	SSPN
SSR1+AF8-HUMAN	SSTR1
SSR2+AF8-HUMAN	SSTR2
SSR3+AF8-HUMAN	SSTR3
SSR4+AF8-HUMAN	SSTR4
SSR5+AF8-HUMAN	SSTR5
SSRA+AF8-HUMAN	SSR1
STAB1+AF8-HUMAN	STAB1
STAB2+AF8-HUMAN	STAB2
STEA4+AF8-HUMAN	STEAP4
STIM1+AF8-HUMAN	STIM1
STS+AF8-HUMAN	STS
STT3B+AF8-HUMAN	STT3B
SUCO+AF8-HUMAN	SUCO
SUCR1+AF8-HUMAN	SUCNR1
SUSD1+AF8-HUMAN	SUSD1
SUSD2+AF8-HUMAN	SUSD2
SUSD3+AF8-HUMAN	SUSD3
SUSD4+AF8-HUMAN	SUSD4
SUSD5+AF8-HUMAN	SUSD5
SV2A+AF8-HUMAN	SV2A
SV2B+AF8-HUMAN	SV2B
SV2C+AF8-HUMAN	SV2C
SVOPL+AF8-HUMAN	SVOPL
SYCY1+AF8-HUMAN	ERVW+AC0-1
SYCY2+AF8-HUMAN	ERVFRD+AC0-1
SYNPR+AF8-HUMAN	SYNPR
SYPH+AF8-HUMAN	SYP
SYPL1+AF8-HUMAN	SYPL1
T106A+AF8-HUMAN	TMEM106A
T106B+AF8-HUMAN	TMEM106B
T131L+AF8-HUMAN	TMEM131L
T132A+AF8-HUMAN	TMEM132A
T132B+AF8-HUMAN	TMEM132B
T132C+AF8-HUMAN	TMEM132C
T132D+AF8-HUMAN	TMEM132D
T132E+AF8-HUMAN	TMEM132E
T150A+AF8-HUMAN	TMEM150A
T150B+AF8-HUMAN	TMEM150B
T161A+AF8-HUMAN	TMEM161A
T178A+AF8-HUMAN	TMEM178A
T178B+AF8-HUMAN	TMEM178B
T179B+AF8-HUMAN	TMEM179B
T184A+AF8-HUMAN	TMEM184A
T255A+AF8-HUMAN	TMEM255A
T255B+AF8-HUMAN	TMEM255B
T2R10+AF8-HUMAN	TAS2R10
T2R14+AF8-HUMAN	TAS2R14
T2R16+AF8-HUMAN	TAS2R16
T2R19+AF8-HUMAN	TAS2R19
T2R20+AF8-HUMAN	TAS2R20
T2R30+AF8-HUMAN	TAS2R30
T2R38+AF8-HUMAN	TAS2R38
T2R39+AF8-HUMAN	TAS2R39
T2R46+AF8-HUMAN	TAS2R46
T4S18+AF8-HUMAN	TM4SF18
T4S1+AF8-HUMAN	TM4SF1
T4S20+AF8-HUMAN	TM4SF20
T4S4+AF8-HUMAN	TM4SF4
T4S5+AF8-HUMAN	TM4SF5
TA2R1+AF8-HUMAN	TAS2R1
TA2R3+AF8-HUMAN	TAS2R3
TA2R4+AF8-HUMAN	TAS2R4
TA2R7+AF8-HUMAN	TAS2R7
TA2R8+AF8-HUMAN	TAS2R8
TA2R9+AF8-HUMAN	TAS2R9
TA2R+AF8-HUMAN	TBXA2R
TAAR1+AF8-HUMAN	TAAR1
TAAR2+AF8-HUMAN	TAAR2
TAAR5+AF8-HUMAN	TAAR5
TAAR6+AF8-HUMAN	TAAR6
TAAR8+AF8-HUMAN	TAAR8
TAAR9+AF8-HUMAN	TAAR9
TACD2+AF8-HUMAN	TACSTD2
TACT+AF8-HUMAN	CD96
TARM1+AF8-HUMAN	TARM1
TDGF1+AF8-HUMAN	TDGF1
TECT2+AF8-HUMAN	TCTN2
TECT3+AF8-HUMAN	TCTN3
TECTA+AF8-HUMAN	TECTA
TECTB+AF8-HUMAN	TECTB
TEFF1+AF8-HUMAN	TMEFF1
TEFF2+AF8-HUMAN	TMEFF2
TEN1+AF8-HUMAN	TENM1
TEN2+AF8-HUMAN	TENM2
TEN3+AF8-HUMAN	TENM3
TEN4+AF8-HUMAN	TENM4
TEST+AF8-HUMAN	PRSS21
TFPI1+AF8-HUMAN	TFPI
TF+AF8-HUMAN	F3
TGBR3+AF8-HUMAN	TGFBR3
TGFA+AF8-HUMAN	TGFA
TGFR1+AF8-HUMAN	TGFBR1
TGFR2+AF8-HUMAN	TGFBR2
TGON2+AF8-HUMAN	TGOLN2
THS7A+AF8-HUMAN	THSD7A
THS7B+AF8-HUMAN	THSD7B
THSD1+AF8-HUMAN	THSD1
THY1+AF8-HUMAN	THY1
TIE1+AF8-HUMAN	TIE1
TIE2+AF8-HUMAN	TEK
TIGIT+AF8-HUMAN	TIGIT
TIKI1+AF8-HUMAN	TRABD2A
TIKI2+AF8-HUMAN	TRABD2B
TIMD4+AF8-HUMAN	TIMD4
TIP+AF8-HUMAN	ITFG1
TLR10+AF8-HUMAN	TLR10
TLR1+AF8-HUMAN	TLR1
TLR2+AF8-HUMAN	TLR2
TLR3+AF8-HUMAN	TLR3
TLR4+AF8-HUMAN	TLR4
TLR5+AF8-HUMAN	TLR5
TLR6+AF8-HUMAN	TLR6
TLR7+AF8-HUMAN	TLR7
TLR8+AF8-HUMAN	TLR8
TLR9+AF8-HUMAN	TLR9
TM104+AF8-HUMAN	TMEM104
TM108+AF8-HUMAN	TMEM108
TM114+AF8-HUMAN	TMEM114
TM116+AF8-HUMAN	TMEM116
TM11B+AF8-HUMAN	TMPRSS11B
TM11D+AF8-HUMAN	TMPRSS11D
TM11E+AF8-HUMAN	TMPRSS11E
TM140+AF8-HUMAN	TMEM140
TM145+AF8-HUMAN	TMEM145
TM154+AF8-HUMAN	TMEM154
TM158+AF8-HUMAN	TMEM158
TM171+AF8-HUMAN	TMEM171
TM182+AF8-HUMAN	TMEM182
TM204+AF8-HUMAN	TMEM204
TM213+AF8-HUMAN	TMEM213
TM217+AF8-HUMAN	TMEM217
TM219+AF8-HUMAN	TMEM219
TM225+AF8-HUMAN	TMEM225
TM231+AF8-HUMAN	TMEM231
TM235+AF8-HUMAN	TMEM235
TM245+AF8-HUMAN	TMEM245
TM7S3+AF8-HUMAN	TM7SF3
TM87A+AF8-HUMAN	TMEM87A
TM87B+AF8-HUMAN	TMEM87B
TM9S1+AF8-HUMAN	TM9SF1
TM9S2+AF8-HUMAN	TM9SF2
TM9S3+AF8-HUMAN	TM9SF3
TM9S4+AF8-HUMAN	TM9SF4
TMC7+AF8-HUMAN	TMC7
TMCO3+AF8-HUMAN	TMCO3
TMED7+AF8-HUMAN	TMED7
TMEM9+AF8-HUMAN	TMEM9
TMIG1+AF8-HUMAN	TMIGD1
TMIG2+AF8-HUMAN	TMIGD2
TMM25+AF8-HUMAN	TMEM25
TMM26+AF8-HUMAN	TMEM26
TMM62+AF8-HUMAN	TMEM62
TMM8B+AF8-HUMAN	TMEM8B
TMM95+AF8-HUMAN	TMEM95
TMM9B+AF8-HUMAN	TMEM9B
TMPS5+AF8-HUMAN	TMPRSS5
TMPS6+AF8-HUMAN	TMPRSS6
TMPSD+AF8-HUMAN	TMPRSS13
TMX3+AF8-HUMAN	TMX3
TMX4+AF8-HUMAN	TMX4
TN13B+AF8-HUMAN	TNFSF13B
TNF11+AF8-HUMAN	TNFSF11
TNF15+AF8-HUMAN	TNFSF15
TNF18+AF8-HUMAN	TNFSF18
TNFL4+AF8-HUMAN	TNFSF4
TNFL6+AF8-HUMAN	FASLG
TNFL8+AF8-HUMAN	TNFSF8
TNR11+AF8-HUMAN	TNFRSF11A
TNR14+AF8-HUMAN	TNFRSF14
TNR16+AF8-HUMAN	NGFR
TNR17+AF8-HUMAN	TNFRSF17
TNR18+AF8-HUMAN	TNFRSF18
TNR19+AF8-HUMAN	TNFRSF19
TNR1A+AF8-HUMAN	TNFRSF1A
TNR1B+AF8-HUMAN	TNFRSF1B
TNR21+AF8-HUMAN	TNFRSF21
TNR25+AF8-HUMAN	TNFRSF25
TNR27+AF8-HUMAN	EDA2R
TNR3+AF8-HUMAN	LTBR
TNR4+AF8-HUMAN	TNFRSF4
TNR5+AF8-HUMAN	CD40
TNR6+AF8-HUMAN	FAS
TNR8+AF8-HUMAN	TNFRSF8
TNR9+AF8-HUMAN	TNFRSF9
TPBGL+AF8-HUMAN	TPBGL
TPBG+AF8-HUMAN	TPBG
TPC1+AF8-HUMAN	TPCN1
TPOR+AF8-HUMAN	MPL
TPRA1+AF8-HUMAN	TPRA1
TR10A+AF8-HUMAN	TNFRSF10A
TR10C+AF8-HUMAN	TNFRSF10C
TR10D+AF8-HUMAN	TNFRSF10D
TR13B+AF8-HUMAN	TNFRSF13B
TR19L+AF8-HUMAN	RELT
TRAT1+AF8-HUMAN	TRAT1
TRBM+AF8-HUMAN	THBD
TREA+AF8-HUMAN	TREH
TREM1+AF8-HUMAN	TREM1
TREM2+AF8-HUMAN	TREM2
TRFM+AF8-HUMAN	MELTF
TRFR+AF8-HUMAN	TRHR
TRGC2+AF8-HUMAN	TRGC2
TRHDE+AF8-HUMAN	TRHDE
TRIL+AF8-HUMAN	TRIL
TRML2+AF8-HUMAN	TREML2
TRPV2+AF8-HUMAN	TRPV2
TRPV4+AF8-HUMAN	TRPV4
TRPV5+AF8-HUMAN	TRPV5
TRPV6+AF8-HUMAN	TRPV6
TRYG1+AF8-HUMAN	TPSG1
TS1R1+AF8-HUMAN	TAS1R1
TS1R2+AF8-HUMAN	TAS1R2
TS1R3+AF8-HUMAN	TAS1R3
TSCOT+AF8-HUMAN	SLC46A2
TSHR+AF8-HUMAN	TSHR
TSN11+AF8-HUMAN	TSPAN11
TSN13+AF8-HUMAN	TSPAN13
TSN14+AF8-HUMAN	TSPAN14
TSN15+AF8-HUMAN	TSPAN15
TSN17+AF8-HUMAN	TSPAN17
TSN18+AF8-HUMAN	TSPAN18
TSN1+AF8-HUMAN	TSPAN1
TSN2+AF8-HUMAN	TSPAN2
TSN31+AF8-HUMAN	TSPAN31
TSN33+AF8-HUMAN	TSPAN33
TSN3+AF8-HUMAN	TSPAN3
TSN4+AF8-HUMAN	TSPAN4
TSN5+AF8-HUMAN	TSPAN5
TSN6+AF8-HUMAN	TSPAN6
TSN7+AF8-HUMAN	TSPAN7
TSN8+AF8-HUMAN	TSPAN8
TSN9+AF8-HUMAN	TSPAN9
TTYH1+AF8-HUMAN	TTYH1
TTYH2+AF8-HUMAN	TTYH2
TTYH3+AF8-HUMAN	TTYH3
TUTLA+AF8-HUMAN	IGSF9
TUTLB+AF8-HUMAN	IGSF9B
TX101+AF8-HUMAN	TEX101
TXD15+AF8-HUMAN	TXNDC15
TYRO3+AF8-HUMAN	TYRO3
TYRO+AF8-HUMAN	TYR
TYRP1+AF8-HUMAN	TYRP1
TYRP2+AF8-HUMAN	DCT
UBAC2+AF8-HUMAN	UBAC2
UFO+AF8-HUMAN	AXL
UN93A+AF8-HUMAN	UNC93A
UN93B+AF8-HUMAN	UNC93B1
UNC5A+AF8-HUMAN	UNC5A
UNC5B+AF8-HUMAN	UNC5B
UNC5C+AF8-HUMAN	UNC5C
UNC5D+AF8-HUMAN	UNC5D
UPAR+AF8-HUMAN	PLAUR
UPK1A+AF8-HUMAN	UPK1A
UPK1B+AF8-HUMAN	UPK1B
UPK2+AF8-HUMAN	UPK2
UPK3A+AF8-HUMAN	UPK3A
UPK3B+AF8-HUMAN	UPK3B
UPK3L+AF8-HUMAN	UPK3BL1
UR2R+AF8-HUMAN	UTS2R
UROL1+AF8-HUMAN	UMODL1
UROM+AF8-HUMAN	UMOD
USH2A+AF8-HUMAN	USH2A
UT1+AF8-HUMAN	SLC14A1
UT2+AF8-HUMAN	SLC14A2
V1AR+AF8-HUMAN	AVPR1A
V1BR+AF8-HUMAN	AVPR1B
V2R+AF8-HUMAN	AVPR2
VACHT+AF8-HUMAN	SLC18A3
VASN+AF8-HUMAN	VASN
VCAM1+AF8-HUMAN	VCAM1
VGFR1+AF8-HUMAN	FLT1
VGFR2+AF8-HUMAN	KDR
VGFR3+AF8-HUMAN	FLT4
VGLU1+AF8-HUMAN	SLC17A7
VGLU2+AF8-HUMAN	SLC17A6
VGLU3+AF8-HUMAN	SLC17A8
VIAAT+AF8-HUMAN	SLC32A1
VIPR1+AF8-HUMAN	VIPR1
VIPR2+AF8-HUMAN	VIPR2
VLDLR+AF8-HUMAN	VLDLR
VMAT1+AF8-HUMAN	SLC18A1
VMAT2+AF8-HUMAN	SLC18A2
VN1R1+AF8-HUMAN	VN1R1
VN1R2+AF8-HUMAN	VN1R2
VN1R3+AF8-HUMAN	VN1R3
VN1R4+AF8-HUMAN	VN1R4
VNN1+AF8-HUMAN	VNN1
VNN2+AF8-HUMAN	VNN2
VPP2+AF8-HUMAN	ATP6V0A2
VPP3+AF8-HUMAN	TCIRG1
VS10L+AF8-HUMAN	VSIG10L
VSI10+AF8-HUMAN	VSIG10
VSIG1+AF8-HUMAN	VSIG1
VSIG2+AF8-HUMAN	VSIG2
VSIG8+AF8-HUMAN	VSIG8
VSTM1+AF8-HUMAN	VSTM1
VSTM4+AF8-HUMAN	VSTM4
VSTM5+AF8-HUMAN	VSTM5
VTCN1+AF8-HUMAN	VTCN1
X3CL1+AF8-HUMAN	CX3CL1
XCR1+AF8-HUMAN	XCR1
XKR3+AF8-HUMAN	XKR3
XPP2+AF8-HUMAN	XPNPEP2
YLAT2+AF8-HUMAN	SLC7A6
ZACN+AF8-HUMAN	ZACN
ZAN+AF8-HUMAN	ZAN
ZDH11+AF8-HUMAN	ZDHHC11
ZDHC5+AF8-HUMAN	ZDHHC5
ZFY27+AF8-HUMAN	ZFYVE27
ZH11B+AF8-HUMAN	ZDHHC11B
ZNRF4+AF8-HUMAN	ZNRF4
ZNT1+AF8-HUMAN	SLC30A1
ZP1+AF8-HUMAN	ZP1
ZP2+AF8-HUMAN	ZP2
ZP3+AF8-HUMAN	ZP3
ZP4+AF8-HUMAN	ZP4
ZPLD1+AF8-HUMAN	ZPLD1
